user_id,birth_year,record_date,plan,attributes_notifications_marketing_push,attributes_notifications_marketing_email,num_contacts,num_referrals,num_successful_referrals
user_31,1997,2019-01-29 22:40:23.153608,STANDARD,,,0,0,0
user_32,1952,2019-01-14 22:02:46.249360,STANDARD,1.0,1.0,0,0,0
user_33,1993,2019-01-22 21:55:22.097746,STANDARD,1.0,0.0,9,0,0
user_34,1992,2019-01-20 11:23:07.735901,STANDARD,1.0,1.0,43,0,0
user_35,1981,2019-01-14 06:37:44.583768,STANDARD,1.0,1.0,57,0,0
user_36,1979,2019-01-30 12:29:46.519297,STANDARD,1.0,1.0,1,0,0
user_37,1991,2019-01-29 03:57:53.707247,STANDARD,,,7,0,0
user_38,1993,2019-01-19 20:44:21.925752,STANDARD,,,0,0,0
user_39,1985,2019-01-15 14:25:33.824843,STANDARD,,,52,0,0
user_40,1982,2019-01-23 02:54:17.471351,STANDARD,1.0,1.0,0,0,0
user_41,1980,2019-01-24 01:58:53.144425,STANDARD,1.0,1.0,14,0,0
user_42,1998,2019-01-07 07:00:49.295532,STANDARD,,,3,0,0
user_43,1978,2019-02-01 10:00:36.062702,STANDARD,,,10,0,0
user_44,1989,2019-01-19 16:43:37.012899,STANDARD,,,0,0,0
user_45,1995,2019-01-21 04:06:50.674122,STANDARD,1.0,0.0,0,0,0
user_46,1983,2019-01-02 20:08:48.279542,STANDARD,,,0,0,0
user_47,1970,2019-01-16 16:05:15.062851,STANDARD,1.0,1.0,32,0,0
user_48,1989,2019-01-04 18:14:30.350379,STANDARD,1.0,1.0,22,0,0
user_49,1966,2019-01-31 15:16:47.498991,STANDARD,1.0,1.0,0,0,0
user_50,1988,2019-01-08 21:15:45.048876,STANDARD,1.0,1.0,9,0,0
user_51,1992,2019-01-22 15:36:47.115297,STANDARD,1.0,1.0,53,0,0
user_52,1969,2019-01-26 04:36:56.622890,STANDARD,,,2,0,0
user_53,1981,2019-01-05 02:42:51.647960,STANDARD,1.0,1.0,4,0,0
user_54,1981,2019-01-19 16:34:26.599655,STANDARD,,,6,0,0
user_55,1969,2019-01-05 13:53:12.660656,STANDARD,,,5,0,0
user_56,1983,2019-01-10 07:52:45.101454,STANDARD,1.0,1.0,278,0,0
user_57,1989,2019-01-05 19:47:03.472565,STANDARD,1.0,1.0,19,0,0
user_58,1984,2019-01-08 23:45:31.849621,STANDARD,1.0,1.0,48,0,0
user_59,1976,2019-01-28 00:32:13.605402,STANDARD,,,7,0,0
user_60,1971,2019-01-22 01:42:16.679794,STANDARD,,,0,0,0
user_61,1984,2019-01-15 10:15:06.565101,STANDARD,1.0,0.0,72,0,0
user_62,1985,2019-01-26 16:14:08.371169,PREMIUM_FREE,,,7,0,0
user_63,1984,2019-01-29 13:26:25.855833,STANDARD,,,4,0,0
user_64,1991,2019-01-20 09:04:45.354026,PREMIUM,,,0,0,0
user_65,1983,2019-01-14 22:36:53.752871,STANDARD,1.0,1.0,16,0,0
user_66,1987,2019-01-28 10:43:38.973624,STANDARD,1.0,1.0,6,0,0
user_67,1992,2019-01-28 08:18:51.107146,STANDARD,1.0,1.0,9,0,0
user_68,1987,2019-01-18 00:35:28.626557,STANDARD,1.0,1.0,38,0,0
user_69,1966,2019-01-13 04:27:30.414269,STANDARD,1.0,1.0,2,0,0
user_70,1982,2019-01-14 09:18:31.581219,STANDARD,,,0,0,0
user_71,1995,2019-01-25 08:01:19.558685,STANDARD,1.0,1.0,0,0,0
user_72,1995,2019-01-05 06:21:30.253855,STANDARD,1.0,1.0,0,0,0
user_73,1973,2019-01-11 10:33:48.117508,STANDARD,1.0,1.0,0,0,0
user_74,1992,2019-01-30 16:20:20.267291,STANDARD,,,15,0,0
user_75,1988,2019-01-19 08:00:39.315792,STANDARD,,,0,0,0
user_76,1981,2019-01-11 09:31:27.735062,STANDARD,,,0,0,0
user_77,1991,2019-01-23 15:51:18.432224,STANDARD,1.0,1.0,17,0,0
user_78,1985,2019-01-08 06:45:43.243539,PREMIUM,1.0,1.0,13,0,0
user_79,1983,2019-01-03 10:15:15.274702,STANDARD,1.0,1.0,21,0,0
user_80,1988,2019-01-08 06:19:38.938877,STANDARD,,,6,0,0
user_81,1980,2019-01-14 13:23:55.455115,STANDARD,1.0,1.0,0,0,0
user_82,1996,2019-01-28 21:47:36.959123,STANDARD,,,5,0,0
user_83,1960,2019-01-25 08:55:16.251202,STANDARD,,,3,0,0
user_84,1970,2019-01-13 07:45:07.895990,STANDARD,1.0,1.0,2,0,0
user_85,1998,2019-01-23 11:26:36.485918,STANDARD,1.0,1.0,5,0,0
user_86,1969,2019-01-18 07:19:27.277315,STANDARD,,,668,0,0
user_87,1988,2019-01-11 13:28:57.437097,STANDARD,1.0,1.0,4,0,0
user_88,1994,2019-01-24 12:33:09.249644,METAL,1.0,1.0,11,0,0
user_89,1979,2019-01-18 21:01:10.469358,PREMIUM,,,29,0,0
user_90,1986,2019-01-03 10:01:20.484288,PREMIUM,,,0,0,0
user_91,1998,2019-01-05 18:24:29.631714,STANDARD,1.0,1.0,34,0,0
user_92,1986,2019-01-09 01:59:59.676340,STANDARD,,,28,0,0
user_93,1988,2019-01-10 13:39:44.962314,STANDARD,,,0,0,0
user_94,1994,2019-01-22 08:40:13.861329,STANDARD,,,45,0,0
user_95,1951,2019-01-28 12:36:18.121772,STANDARD,1.0,1.0,0,0,0
user_96,1991,2019-01-17 03:19:18.219831,STANDARD,1.0,1.0,41,0,0
user_97,1975,2019-01-18 13:11:48.922949,STANDARD,1.0,1.0,8,0,0
user_98,1971,2019-01-03 23:29:40.446670,STANDARD,1.0,1.0,0,0,0
user_99,1989,2019-01-11 11:54:14.243054,STANDARD,,,12,0,0
user_100,1969,2019-01-15 08:42:17.099386,STANDARD,,,0,0,0
user_101,1981,2019-01-08 08:58:56.007991,STANDARD,1.0,1.0,0,0,0
user_102,1947,2019-02-02 08:41:34.399819,STANDARD,1.0,1.0,0,0,0
user_103,1989,2019-01-20 19:05:55.976270,STANDARD,1.0,1.0,2,0,0
user_104,1993,2019-01-11 07:50:06.407993,STANDARD,,,14,0,0
user_105,1983,2019-01-22 18:29:03.702996,STANDARD,,,0,0,0
user_106,1998,2019-01-04 22:09:39.967265,STANDARD,1.0,1.0,0,0,0
user_107,1985,2019-01-05 01:49:03.664873,STANDARD,,,24,0,0
user_108,1975,2019-01-31 08:37:10.920106,STANDARD,1.0,1.0,16,0,0
user_109,1990,2019-01-16 06:55:14.813803,STANDARD,1.0,1.0,59,0,0
user_110,1993,2019-01-22 10:44:23.149997,STANDARD,1.0,1.0,17,0,0
user_111,1977,2019-01-07 15:53:43.719983,METAL,1.0,1.0,44,0,0
user_112,1993,2019-01-15 08:56:04.727455,STANDARD,,,15,0,0
user_113,1980,2019-01-19 05:30:56.507765,STANDARD,1.0,1.0,138,0,0
user_114,1983,2019-01-10 20:08:33.097676,STANDARD,,,14,0,0
user_115,1992,2019-01-31 02:23:37.856794,STANDARD,,,6,0,0
user_116,1979,2019-01-04 04:28:35.339408,STANDARD,1.0,1.0,13,0,0
user_117,1990,2019-01-05 07:35:03.142808,STANDARD,,,9,0,0
user_118,1999,2019-01-10 06:49:14.600413,STANDARD,1.0,1.0,4,0,0
user_119,1984,2019-01-03 09:55:59.552254,STANDARD,1.0,1.0,90,0,0
user_120,1988,2019-01-21 17:53:32.630589,STANDARD,1.0,1.0,12,0,0
user_121,1995,2019-01-25 11:21:47.914474,STANDARD,1.0,1.0,3,0,0
user_122,1987,2019-01-05 20:12:58.508594,STANDARD,1.0,0.0,23,0,0
user_123,1956,2019-01-18 09:51:01.772306,STANDARD,1.0,1.0,0,0,0
user_124,1992,2019-01-28 00:15:15.730641,STANDARD,1.0,1.0,7,0,0
user_125,1999,2019-01-17 01:29:38.222590,STANDARD,,,0,0,0
user_126,1982,2019-01-31 12:31:38.293212,STANDARD,1.0,1.0,21,0,0
user_127,1990,2019-01-15 14:16:15.826886,STANDARD,,,0,0,0
user_128,1995,2019-01-22 15:46:22.409327,STANDARD,1.0,1.0,1,0,0
user_129,1969,2019-01-27 00:46:25.704374,STANDARD,,,0,0,0
user_130,1980,2019-01-12 16:02:09.886217,STANDARD,1.0,1.0,0,0,0
user_131,1983,2019-01-11 00:25:28.800530,STANDARD,0.0,0.0,21,0,0
user_132,1979,2019-01-25 17:11:47.100561,STANDARD,1.0,1.0,1,0,0
user_133,1985,2019-01-05 00:40:45.389999,STANDARD,,,19,0,0
user_134,1987,2019-01-05 14:34:00.689178,STANDARD,,,0,0,0
user_135,1987,2019-02-01 12:17:09.181969,STANDARD,,,34,0,0
user_136,1966,2019-01-08 12:26:37.183307,PREMIUM,1.0,1.0,7,0,0
user_137,1983,2019-01-07 19:51:13.150971,STANDARD,1.0,1.0,139,0,0
user_138,1966,2019-02-01 10:53:59.736130,STANDARD,1.0,1.0,0,0,0
user_139,1982,2019-01-07 17:08:56.181965,STANDARD,1.0,1.0,0,0,0
user_140,1987,2019-01-12 13:36:35.621729,STANDARD,1.0,1.0,4,0,0
user_141,1975,2019-01-22 03:28:43.258296,STANDARD,1.0,1.0,0,0,0
user_142,1977,2019-01-23 11:39:27.806432,STANDARD,,,0,0,0
user_143,1984,2019-01-27 03:59:34.956414,STANDARD,1.0,1.0,0,0,0
user_144,1999,2019-01-03 11:30:11.118034,STANDARD,1.0,1.0,5,0,0
user_145,1980,2019-01-15 19:27:17.362696,STANDARD,,,12,0,0
user_146,1983,2019-01-19 06:47:54.659758,METAL,1.0,1.0,64,0,0
user_147,1989,2019-01-02 16:20:24.037830,STANDARD,1.0,1.0,0,0,0
user_148,1983,2019-02-02 01:43:21.256699,STANDARD,,,4,0,0
user_149,1999,2019-01-08 05:16:05.655114,STANDARD,1.0,1.0,0,0,0
user_150,1974,2019-01-18 12:33:03.544855,PREMIUM,,,0,0,0
user_151,1965,2019-01-17 09:33:35.822802,STANDARD,,,0,0,0
user_152,1985,2019-01-20 01:46:51.577010,STANDARD,1.0,1.0,0,0,0
user_153,1995,2019-01-06 13:40:47.627791,STANDARD,,,0,0,0
user_154,1971,2019-01-26 07:36:22.142590,STANDARD,,,3,0,0
user_155,1985,2019-01-04 11:56:50.565940,STANDARD,1.0,1.0,5,0,0
user_156,1991,2019-01-30 05:02:05.036937,STANDARD,1.0,1.0,20,0,0
user_157,1990,2019-01-21 22:59:55.778385,METAL,1.0,1.0,23,0,0
user_158,1978,2019-01-14 18:12:32.059818,STANDARD,1.0,1.0,30,0,0
user_159,1992,2019-01-23 09:40:49.770430,STANDARD,1.0,1.0,0,0,0
user_160,1991,2019-01-22 12:12:13.746567,STANDARD,1.0,1.0,45,0,0
user_161,1982,2019-01-11 08:25:30.088072,STANDARD,,,40,0,0
user_162,1981,2019-01-26 12:09:33.688659,METAL,1.0,1.0,25,0,0
user_163,1991,2019-01-08 20:28:54.123738,PREMIUM,,,4,0,0
user_164,1978,2019-01-10 00:27:05.392631,STANDARD,,,21,0,0
user_165,1980,2019-01-17 04:58:58.115489,STANDARD,,,0,0,0
user_166,1985,2019-02-01 08:42:46.382618,STANDARD,1.0,1.0,12,0,0
user_167,1997,2019-01-09 12:33:54.391511,STANDARD,1.0,1.0,9,0,0
user_168,1988,2019-01-23 14:03:12.763112,STANDARD,1.0,1.0,0,0,0
user_169,1984,2019-01-22 01:18:52.555086,STANDARD,,,0,0,0
user_170,1952,2019-01-24 23:24:13.212185,STANDARD,,,19,0,0
user_171,1982,2019-01-28 09:31:49.417642,STANDARD,1.0,1.0,0,0,0
user_172,1995,2019-01-02 03:20:41.549118,STANDARD,1.0,1.0,14,0,0
user_173,1986,2019-01-11 23:27:38.818758,STANDARD,,,0,0,0
user_174,1984,2019-01-09 14:54:41.177164,STANDARD,1.0,1.0,118,0,0
user_175,1982,2019-01-12 20:13:02.380636,STANDARD,1.0,1.0,0,0,0
user_176,1941,2019-01-12 01:01:09.380279,STANDARD,1.0,1.0,1,0,0
user_177,1984,2019-01-08 04:21:59.467997,STANDARD,1.0,1.0,22,0,0
user_178,1978,2019-01-06 07:28:32.899216,STANDARD,,,11,0,0
user_179,1987,2019-01-21 13:45:50.918932,STANDARD,,,1,0,0
user_180,1990,2019-01-14 10:07:01.084848,STANDARD,1.0,1.0,13,0,0
user_181,1963,2019-01-25 02:45:10.029411,STANDARD,1.0,1.0,1,0,0
user_182,1981,2019-01-02 14:10:18.593231,STANDARD,1.0,1.0,0,0,0
user_183,1990,2019-01-30 22:17:59.314621,STANDARD,1.0,1.0,0,0,0
user_184,1997,2019-01-10 19:38:51.620140,STANDARD,,,0,0,0
user_185,1992,2019-01-27 09:30:17.665624,METAL_FREE,1.0,1.0,24,0,0
user_186,1993,2019-01-31 17:23:24.939214,STANDARD,1.0,1.0,29,0,0
user_187,1998,2019-01-17 05:15:27.685494,STANDARD,,,1,0,0
user_188,1985,2019-01-07 22:54:24.420490,STANDARD,1.0,0.0,21,0,0
user_189,1991,2019-01-11 13:14:47.835800,STANDARD,1.0,1.0,22,0,0
user_190,1973,2019-01-04 05:45:24.095814,STANDARD,,,1,0,0
user_191,1994,2019-01-27 21:20:16.324226,STANDARD,,,29,0,0
user_192,1993,2019-01-27 20:17:03.040911,STANDARD,1.0,1.0,28,0,0
user_193,1982,2019-01-13 07:33:48.524683,STANDARD,1.0,1.0,0,0,0
user_194,1986,2019-01-19 03:12:36.589788,STANDARD,1.0,1.0,0,0,0
user_195,1987,2019-01-03 18:58:06.317354,STANDARD,1.0,1.0,27,0,0
user_196,1985,2019-01-28 02:17:14.042432,STANDARD,1.0,1.0,4,0,0
user_197,1985,2019-01-08 09:06:15.102713,STANDARD,1.0,1.0,0,0,0
user_198,1981,2019-01-03 11:26:23.417795,STANDARD,1.0,0.0,0,0,0
user_199,1997,2019-01-23 01:35:24.827380,STANDARD,,,18,0,0
user_200,1995,2019-01-31 04:09:14.861624,STANDARD,,,12,0,0
user_201,1986,2019-01-07 17:44:44.150040,STANDARD,1.0,1.0,0,0,0
user_202,1986,2019-01-30 23:56:43.105880,STANDARD,1.0,1.0,13,0,0
user_203,1995,2019-01-13 14:04:25.532363,STANDARD,1.0,1.0,1,0,0
user_204,1981,2019-01-15 04:01:21.979502,STANDARD,1.0,0.0,1,0,0
user_205,1982,2019-01-14 14:27:16.081301,STANDARD,1.0,1.0,10,0,0
user_206,1988,2019-01-09 03:10:44.787089,STANDARD,1.0,1.0,22,0,0
user_207,1997,2019-01-05 06:12:25.650149,STANDARD,,,3,0,0
user_208,1983,2019-01-17 03:48:43.374632,STANDARD,,,0,0,0
user_209,1983,2019-01-09 21:27:48.421295,STANDARD,1.0,1.0,23,0,0
user_210,1984,2019-01-05 14:10:55.006146,STANDARD,1.0,1.0,0,0,0
user_211,1981,2019-01-17 18:18:09.620070,STANDARD,,,0,0,0
user_212,1984,2019-01-20 07:06:03.292878,STANDARD,,,0,0,0
user_213,1996,2019-01-06 15:03:38.989287,STANDARD,,,5,0,0
user_214,1978,2019-02-01 03:33:59.552322,STANDARD,,,1,0,0
user_215,1973,2019-01-28 13:24:12.559636,STANDARD,1.0,1.0,31,0,0
user_216,1984,2019-01-21 14:52:58.994747,STANDARD,1.0,1.0,0,0,0
user_217,1992,2019-01-11 19:42:11.234843,STANDARD,1.0,1.0,0,0,0
user_218,1988,2019-01-09 02:38:39.208309,STANDARD,1.0,1.0,1,0,0
user_219,1991,2019-01-16 13:19:10.740980,STANDARD,1.0,1.0,12,0,0
user_220,1993,2019-01-05 04:06:01.859615,STANDARD,1.0,1.0,0,0,0
user_221,1983,2019-01-23 10:15:14.937942,STANDARD,,,0,0,0
user_222,1983,2019-01-14 15:34:19.104032,STANDARD,1.0,1.0,0,0,0
user_223,1985,2019-01-09 22:45:28.038106,STANDARD,1.0,1.0,112,0,0
user_224,1993,2019-01-03 19:27:00.102830,STANDARD,1.0,1.0,1,0,0
user_225,1983,2019-01-14 21:29:29.795705,PREMIUM,,,8,0,0
user_226,1972,2019-01-26 17:14:13.729298,STANDARD,1.0,1.0,0,0,0
user_227,1981,2019-01-04 07:29:40.057963,STANDARD,,,0,0,0
user_228,1990,2019-01-29 12:12:37.311413,STANDARD,,,0,0,0
user_229,1986,2019-01-08 21:30:45.717179,STANDARD,,,0,0,0
user_230,1982,2019-01-07 08:12:31.576152,STANDARD,,,0,0,0
user_231,1989,2019-01-26 17:42:07.293583,STANDARD,,,7,0,0
user_232,1988,2019-01-11 20:48:46.695009,STANDARD,1.0,1.0,0,0,0
user_233,1996,2019-01-09 18:32:14.066681,STANDARD,,,0,0,0
user_234,1990,2019-01-06 11:38:51.252694,STANDARD,1.0,1.0,79,0,0
user_235,1976,2019-01-27 21:18:17.733629,STANDARD,1.0,1.0,15,0,0
user_236,1966,2019-01-19 14:35:00.296082,STANDARD,1.0,1.0,0,0,0
user_237,1984,2019-01-12 02:26:13.352745,STANDARD,1.0,1.0,5,0,0
user_238,1984,2019-01-24 12:16:19.456999,STANDARD,1.0,1.0,29,0,0
user_239,1996,2019-01-18 05:49:11.120432,STANDARD,1.0,1.0,0,0,0
user_240,1992,2019-01-03 13:29:39.719515,STANDARD,,,36,0,0
user_241,1996,2019-01-20 04:15:20.785967,STANDARD,,,7,0,0
user_242,1951,2019-01-10 08:03:20.616862,STANDARD,,,0,0,0
user_243,1994,2019-01-07 13:41:34.887166,STANDARD,1.0,1.0,8,0,0
user_244,1997,2019-01-11 14:31:14.626030,STANDARD,1.0,1.0,12,0,0
user_245,1994,2019-01-23 15:26:59.105773,STANDARD,,,0,0,0
user_246,1982,2019-01-23 18:08:27.511038,STANDARD,1.0,1.0,0,0,0
user_247,1989,2019-01-23 04:48:14.981363,STANDARD,,,4,0,0
user_248,1997,2019-01-06 17:35:05.345753,STANDARD,1.0,1.0,0,0,0
user_249,1979,2019-02-01 13:20:01.769792,STANDARD,,,3,0,0
user_250,1992,2019-01-18 06:15:18.770061,STANDARD,,,11,0,0
user_251,1962,2019-01-28 02:16:39.273914,STANDARD,,,3,0,0
user_252,1980,2019-01-08 10:33:47.050715,STANDARD,0.0,0.0,7,0,0
user_253,1990,2019-01-05 09:31:04.700293,STANDARD,1.0,1.0,0,0,0
user_254,1984,2019-01-10 14:29:09.834341,STANDARD,1.0,1.0,10,0,0
user_255,1977,2019-01-08 05:44:44.397258,STANDARD,1.0,0.0,0,0,0
user_256,1948,2019-01-18 21:03:43.794351,STANDARD,1.0,1.0,0,0,0
user_257,1982,2019-01-22 17:45:57.902038,STANDARD,,,0,0,0
user_258,1993,2019-01-17 13:32:26.301423,STANDARD,1.0,1.0,0,0,0
user_259,1981,2019-01-16 11:14:12.021276,STANDARD,1.0,1.0,18,0,0
user_260,1999,2019-01-12 03:14:57.868914,STANDARD,,,0,0,0
user_261,1988,2019-01-06 22:29:06.363670,STANDARD,1.0,1.0,24,0,0
user_262,1987,2019-01-06 13:25:24.232648,STANDARD,1.0,0.0,1,0,0
user_263,1967,2019-01-28 06:38:14.062800,STANDARD,1.0,1.0,0,0,0
user_264,1998,2019-01-05 23:31:48.691240,STANDARD,1.0,1.0,13,0,0
user_265,1979,2019-01-11 04:53:46.429915,STANDARD,1.0,1.0,0,0,0
user_266,1989,2019-01-17 06:38:48.459025,STANDARD,,,0,0,0
user_267,1964,2019-01-24 16:21:40.780814,STANDARD,,,0,0,0
user_268,1975,2019-01-06 11:26:58.379367,STANDARD,1.0,1.0,10,0,0
user_269,1979,2019-01-22 07:39:37.944076,STANDARD,,,28,0,0
user_270,1995,2019-01-19 01:08:41.385947,STANDARD,1.0,0.0,0,0,0
user_271,1969,2019-01-20 00:44:10.333468,STANDARD,1.0,1.0,11,0,0
user_272,1992,2019-01-05 18:41:01.058417,STANDARD,1.0,1.0,113,0,0
user_273,1991,2019-01-16 09:46:07.853400,STANDARD,1.0,1.0,9,0,0
user_274,1984,2019-01-22 20:58:09.905347,STANDARD,1.0,1.0,6,0,0
user_275,1979,2019-01-06 05:33:20.508676,STANDARD,,,0,0,0
user_276,1987,2019-01-31 06:13:01.015774,STANDARD,,,0,0,0
user_277,1967,2019-01-20 13:51:37.387704,PREMIUM,1.0,1.0,90,0,0
user_278,1985,2019-01-29 18:44:23.722627,STANDARD,1.0,1.0,3,0,0
user_279,1950,2019-01-31 16:16:49.014418,STANDARD,,,0,0,0
user_280,1982,2019-01-12 07:06:36.849153,PREMIUM,,,10,0,0
user_281,1988,2019-01-05 23:54:31.269646,STANDARD,,,6,0,0
user_282,1983,2019-01-24 17:14:34.162443,PREMIUM,1.0,1.0,6,0,0
user_283,1984,2019-01-15 13:44:15.589539,STANDARD,,,0,0,0
user_284,1974,2019-01-20 12:41:00.215721,STANDARD,,,0,0,0
user_285,1984,2019-01-21 06:58:11.390882,STANDARD,1.0,1.0,23,0,0
user_286,1992,2019-01-27 09:59:40.612983,STANDARD,,,0,0,0
user_287,1987,2019-01-29 05:07:43.275146,STANDARD,,,34,0,0
user_288,1985,2019-01-07 08:58:03.137087,STANDARD,,,0,0,0
user_289,1977,2019-01-11 16:56:58.182574,STANDARD,,,15,0,0
user_290,1999,2019-01-29 09:14:18.104688,STANDARD,,,7,0,0
user_291,1956,2019-01-04 07:45:41.964930,STANDARD,,,0,0,0
user_292,1947,2019-01-08 13:25:44.089490,STANDARD,0.0,0.0,5,0,0
user_293,1983,2019-01-19 19:22:58.122553,STANDARD,1.0,1.0,19,0,0
user_294,1986,2019-01-08 23:49:41.844386,PREMIUM,1.0,1.0,32,0,0
user_295,1982,2019-01-31 15:45:38.273462,STANDARD,1.0,1.0,0,0,0
user_296,1994,2019-01-26 04:08:56.286236,STANDARD,,,39,0,0
user_297,1980,2019-01-25 07:32:17.537262,STANDARD,,,1,0,0
user_298,1980,2019-01-16 01:24:12.088332,STANDARD,1.0,1.0,14,0,0
user_299,1977,2019-01-08 00:51:16.295991,STANDARD,1.0,1.0,0,0,0
user_300,1959,2019-01-25 12:09:02.630562,STANDARD,1.0,1.0,6,0,0
user_301,1995,2019-01-09 05:40:27.427151,STANDARD,,,3,0,0
user_302,1989,2019-01-25 17:24:32.513530,STANDARD,1.0,1.0,20,0,0
user_303,1984,2019-01-27 04:19:55.788066,STANDARD,1.0,1.0,0,0,0
user_304,1986,2019-01-18 06:28:16.813935,STANDARD,1.0,0.0,0,0,0
user_305,1981,2019-01-18 18:31:40.558462,STANDARD,,,19,0,0
user_306,1976,2019-01-29 19:29:00.716783,STANDARD,,,0,0,0
user_307,1979,2019-01-04 16:33:27.433359,STANDARD,1.0,1.0,43,0,0
user_308,1991,2019-01-30 05:49:36.953363,STANDARD,,,5,0,0
user_309,1982,2019-02-01 06:51:37.724834,PREMIUM,1.0,1.0,13,0,0
user_310,1990,2019-01-31 16:35:35.682586,STANDARD,1.0,1.0,27,0,0
user_311,1990,2019-01-08 13:57:20.057350,STANDARD,1.0,1.0,0,0,0
user_312,1943,2019-01-10 04:39:27.244860,STANDARD,,,0,0,0
user_313,1975,2019-01-03 23:06:20.950470,STANDARD,1.0,0.0,1,0,0
user_314,1982,2019-02-02 13:44:53.959011,STANDARD,,,0,0,0
user_315,1987,2019-01-20 11:55:02.456158,STANDARD,1.0,1.0,8,0,0
user_316,1988,2019-01-08 11:42:41.587223,STANDARD,1.0,1.0,0,0,0
user_317,1986,2019-01-08 04:59:10.759144,STANDARD,1.0,1.0,11,0,0
user_318,1985,2019-01-22 06:09:48.425805,STANDARD,,,0,0,0
user_319,1980,2019-01-22 20:18:30.052031,STANDARD,1.0,1.0,23,0,0
user_320,1940,2019-01-25 02:53:09.010965,STANDARD,,,1,0,0
user_321,1982,2019-01-29 07:03:20.833349,STANDARD,,,0,0,0
user_322,1991,2019-01-03 15:07:08.108014,STANDARD,1.0,1.0,0,0,0
user_323,1999,2019-01-15 11:21:20.155429,STANDARD,1.0,1.0,4,0,0
user_324,1972,2019-01-03 09:19:59.838061,STANDARD,,,18,0,0
user_325,1987,2019-01-17 15:58:21.318693,STANDARD,1.0,1.0,39,0,0
user_326,1978,2019-01-27 14:09:59.079240,STANDARD,1.0,1.0,0,0,0
user_327,1990,2019-01-19 05:55:13.131842,STANDARD,,,81,0,0
user_328,1983,2019-01-05 15:30:29.787345,STANDARD,1.0,1.0,14,0,0
user_329,1993,2019-01-17 23:59:28.739649,STANDARD,1.0,1.0,0,0,0
user_330,1981,2019-01-28 00:55:08.320565,STANDARD,1.0,1.0,10,0,0
user_331,1985,2019-01-03 18:30:25.502004,STANDARD,,,0,0,0
user_332,1988,2019-01-24 17:54:04.477245,STANDARD,1.0,1.0,13,0,0
user_333,1988,2019-01-21 23:56:45.987037,STANDARD,1.0,0.0,2,0,0
user_334,1963,2019-01-29 18:11:41.413053,STANDARD,,,2,0,0
user_335,1978,2019-01-10 05:50:57.528653,STANDARD,,,3,0,0
user_336,1967,2019-01-20 04:50:10.498218,STANDARD,1.0,0.0,171,0,0
user_337,1994,2019-01-27 05:44:59.600468,STANDARD,,,0,0,0
user_338,1983,2019-01-13 08:35:49.746998,STANDARD,,,9,0,0
user_339,1996,2019-01-13 21:49:20.175388,STANDARD,,,0,0,0
user_340,1981,2019-01-07 19:04:47.894899,STANDARD,1.0,1.0,17,0,0
